movieid,title,budget,revenue,profit,rating
9804,Waterworld,175000000.0,264218220.0,89218220.0,
31611,White Man's Burden,8000000.0,0.0,-8000000.0,
65796,Wild Bill,30000000.0,0.0,-30000000.0,3.521276595744681
49805,The Browning Version,0.0,0.0,0.0,
26258,Bushwhacked,0.0,0.0,0.0,3.8197211155378485
50797,Burnt by the Sun,2800000.0,2616503.0,-183497.0,
19155,Before the Rain,0.0,763847.0,763847.0,
76,Before Sunrise,2500000.0,5535405.0,3035405.0,3.016246953696182
11017,Billy Madison,10000000.0,26488734.0,16488734.0,
37141,The Babysitter,0.0,0.0,0.0,
9382,Boys on the Side,21000000.0,23450000.0,2450000.0,
6715,The Cure,0.0,0.0,0.0,2.2777777777777777
18256,Castle Freak,0.0,0.0,0.0,
22625,Circle of Friends,0.0,0.0,0.0,
2292,Clerks,27000.0,3151130.0,3124130.0,2.9318181818181817
1909,Don Juan DeMarco,25000000.0,22200000.0,-2800000.0,3.325736793979039
8984,Disclosure,55000000.0,214015089.0,159015089.0,3.31019313304721
61813,Dream Man,0.0,0.0,0.0,
4954,Drop Zone,45000000.0,0.0,-45000000.0,3.556455344747802
62488,Destiny Turns on the Radio,0.0,0.0,0.0,
10531,Death and the Maiden,0.0,0.0,0.0,
11929,Dolores Claiborne,0.0,0.0,0.0,
8467,Dumb and Dumber,16000000.0,247275374.0,231275374.0,
10451,Eat Drink Man Woman,0.0,7294403.0,7294403.0,
20156,Exotica,0.0,0.0,0.0,
18395,Exit to Eden,0.0,6841570.0,6841570.0,
522,Ed Wood,18000000.0,5887457.0,-12112543.0,3.5474425500370645
397,French Kiss,0.0,0.0,0.0,2.1930693069306932
10525,Forget Paris,0.0,0.0,0.0,
27985,Far from Home: The Adventures of Yellow Dog,0.0,0.0,0.0,
15789,A Goofy Movie,0.0,35348597.0,35348597.0,
27303,Hideaway,15000000.0,12201255.0,-2798745.0,
21183,Fluke,0.0,0.0,0.0,
10954,Farinelli,0.0,0.0,0.0,
47867,Gordy,0.0,3992809.0,3992809.0,
43475,Gumby: The Movie,0.0,0.0,0.0,
72031,The Glass Shield,0.0,0.0,0.0,
14275,Hoop Dreams,700000.0,7830611.0,7130611.0,
1024,Heavenly Creatures,5000000.0,3049135.0,-1950865.0,3.1677880571909167
17207,Houseguest,10500000.0,26325256.0,15825256.0,
13701,Immortal Beloved,120.0,0.0,-120.0,
14819,Heavyweights,0.0,17689177.0,17689177.0,
32631,The Hunted,0.0,0.0,0.0,
11777,I.Q.,25000000.0,0.0,-25000000.0,
628,Interview with the Vampire,60000000.0,223664608.0,163664608.0,3.752637379940167
87729,Jefferson in Paris,14000000.0,2474000.0,-11526000.0,
18713,The Jerky Boys,0.0,0.0,0.0,
6280,Junior,60000000.0,37000000.0,-23000000.0,2.8577586206896552
9061,Just Cause,0.0,0.0,0.0,
37108,A Kid in King Arthur's Court,0.0,0.0,0.0,
6071,Kiss of Death,40000000.0,0.0,-40000000.0,3.0
11,Star Wars,11000000.0,775398007.0,764398007.0,3.6605905006418484
9587,Little Women,18000000.0,0.0,-18000000.0,
19101,A Little Princess,17000000.0,0.0,-17000000.0,
49980,Ladybird Ladybird,0.0,0.0,0.0,
17961,L'Enfer,10000000.0,0.0,-10000000.0,
18183,Like Water for Chocolate,2000000.0,21665468.0,19665468.0,
4476,Legends of the Fall,30000000.0,160638883.0,130638883.0,3.0093833780160857
11008,Major Payne,0.0,0.0,0.0,
47504,Little Odessa,0.0,0.0,0.0,
32325,Mi Vida Loca,0.0,0.0,0.0,3.0125
43742,Love Affair,60000000.0,0.0,-60000000.0,
28313,Losing Isaiah,17000000.0,7603766.0,-9396234.0,
11318,The Madness of King George,0.0,0.0,0.0,
3036,Mary Shelley's Frankenstein,45000000.0,112006296.0,67006296.0,3.2846715328467155
40490,Man of the House,0.0,0.0,0.0,
24070,Mixed Nuts,15000000.0,0.0,-15000000.0,
8986,Milk Money,0.0,18137661.0,18137661.0,2.9885057471264367
10510,Miracle on 34th Street,0.0,46264384.0,46264384.0,
17402,Miami Rhapsody,6.0,5.0,-1.0,
38722,My Family,5500000.0,0.0,-5500000.0,
8438,Murder in the First,0.0,17381942.0,17381942.0,
11593,Nobody's Fool,0.0,0.0,0.0,
1945,Nell,31000000.0,106683817.0,75683817.0,4.134570403867145
39310,New Jersey Drive,0.0,0.0,0.0,
109560,New York Cop,0.0,0.0,0.0,
56428,Beyond Bedlam,4800000.0,0.0,-4800000.0,
63105,Nemesis 2 - Nebula,0.0,0.0,0.0,
131957,Nina Takes a Lover,0.0,0.0,0.0,
241,Natural Born Killers,34000000.0,50282766.0,16282766.0,3.0192629815745393
9058,Only You,0.0,0.0,0.0,
527,Once Were Warriors,0.0,2201126.0,2201126.0,4.266530696698294
18220,Poison Ivy II: Lily,0.0,0.0,0.0,
6950,Outbreak,50000000.0,189859560.0,139859560.0,3.1870794078061913
101,Leon: The Professional,16000000.0,45284974.0,29284974.0,3.7760838000414854
63020,The Perez Family,11000000.0,2832826.0,-8167174.0,
2307,A Pyromaniac's Love Story,0.0,0.0,0.0,2.600467289719626
680,Pulp Fiction,8000000.0,213928762.0,205928762.0,3.552969502407705
41478,Panther,0.0,6834525.0,6834525.0,
25296,Pushing Hands,400000.0,152322.0,-247678.0,
40156,Priest,0.0,4176932.0,4176932.0,
11450,Quiz Show,0.0,0.0,0.0,
30304,Picture Bride,0.0,0.0,0.0,
10452,Queen Margot,0.0,0.0,0.0,
12106,The Quick and the Dead,32000000.0,18552460.0,-13447540.0,
161495,Roommates,22000000.0,12400000.0,-9600000.0,
3586,Prêt-à-Porter,15000000.0,11300653.0,-3699347.0,3.4292035398230087
110,Three Colors: Red,0.0,0.0,0.0,4.016057252826558
108,Three Colors: Blue,0.0,0.0,0.0,3.036764705882353
109,Three Colors: White,0.0,0.0,0.0,2.3333333333333335
159185,"Red Firecracker, Green Firecracker",0.0,0.0,0.0,3.25
36357,Rent-a-Kid,0.0,0.0,0.0,
92769,Relative Fear,0.0,0.0,0.0,
28033,Stuart Saves His Family,0.0,0.0,0.0,
22586,The Swan Princess,35000000.0,9771658.0,-25228342.0,
14334,The Secret of Roan Inish,0.0,0.0,0.0,
2636,The Specialist,45000000.0,170362582.0,125362582.0,2.5602409638554215
2164,Stargate,55000000.0,196567262.0,141567262.0,2.144396551724138
11395,The Santa Clause,22000000.0,189833357.0,167833357.0,
278,The Shawshank Redemption,25000000.0,28341469.0,3341469.0,3.0216468590831917
9905,Shallow Grave,0.0,0.0,0.0,
87078,Suture,0.0,102780.0,102780.0,
12527,Strawberry and Chocolate,0.0,0.0,0.0,
20306,Swimming with Sharks,0.0,0.0,0.0,
36614,The Sum of Us,32.0,0.0,-32.0,
27993,Senior Trip,0.0,0.0,0.0,
31439,To Live,0.0,0.0,0.0,
9067,Tank Girl,25000000.0,4064495.0,-20935505.0,
9059,Tales from the Crypt: Demon Knight,0.0,0.0,0.0,
193,Star Trek: Generations,38000000.0,120000000.0,82000000.0,2.245992952142776
25066,Tales from the Hood,6000000.0,12000000.0,6000000.0,
46797,Tom & Viv,0.0,0.0,0.0,
12122,Village of the Damned,0.0,0.0,0.0,
11381,Tommy Boy,0.0,32648673.0,32648673.0,
32636,Vanya on 42nd Street,0.0,0.0,0.0,
36141,The Underneath,6500000.0,0.0,-6500000.0,
95963,The Walking Dead,0.0,0.0,0.0,3.375
1587,What's Eating Gilbert Grape,11000000.0,10032765.0,-967235.0,3.192183019573619
9271,Virtuosity,30000000.0,24048000.0,-5952000.0,
2064,While You Were Sleeping,17000000.0,182057016.0,165057016.0,3.8658521381373894
19855,The War,0.0,0.0,0.0,
60855,Double Happiness,0.0,759393.0,759393.0,
236,Muriel's Wedding,3000000.0,15119639.0,12119639.0,3.3056314119123185
48287,The Baby-Sitters Club,0.0,0.0,0.0,
3049,Ace Ventura: Pet Detective,15000000.0,107217396.0,92217396.0,3.094650205761317
2759,"The Adventures of Priscilla, Queen of the Desert",0.0,11220670.0,11220670.0,3.2792561718499518
12635,Backbeat,0.0,0.0,0.0,
10497,Bitter Moon,5000000.0,1862805.0,-3137195.0,
11382,Bullets Over Broadway,0.0,0.0,0.0,
9331,Clear and Present Danger,62000000.0,215887717.0,153887717.0,
10731,The Client,45000000.0,117615211.0,72615211.0,
10464,"Corrina, Corrina",0.0,0.0,0.0,
34152,Crooklyn,0.0,0.0,0.0,
9495,The Crow,15000000.0,94000000.0,79000000.0,
29973,Cobb,0.0,1007583.0,1007583.0,
888,The Flintstones,46000000.0,341631208.0,295631208.0,2.310038119440915
13,Forrest Gump,55000000.0,677945399.0,622945399.0,3.326441784548422
712,Four Weddings and a Funeral,6000000.0,254700832.0,248700832.0,3.4921875
16295,Higher Learning,0.0,38290723.0,38290723.0,
48992,I Like It Like That,0.0,1777020.0,1777020.0,
10879,I Love Trouble,45000000.0,61947267.0,16947267.0,
10660,It Could Happen to You,0.0,0.0,0.0,
10714,The Jungle Book,0.0,0.0,0.0,
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",0.0,449707.0,449707.0,
8587,The Lion King,45000000.0,788241776.0,743241776.0,3.161764705882353
1689,Little Buddha,35000000.0,4858139.0,-30141861.0,3.2255260750228727
11596,New Nightmare,14000000.0,18090181.0,4090181.0,
854,The Mask,23000000.0,351583407.0,328583407.0,3.7191489361702126
9359,Maverick,0.0,0.0,0.0,
23333,Mrs. Parker and the Vicious Circle,0.0,0.0,0.0,
36593,The Naked Gun 33⅓: The Final Insult,30000000.0,51132598.0,21132598.0,
12280,The Paper,6000000.0,0.0,-6000000.0,
2788,Reality Bites,11500000.0,20079850.0,8579850.0,3.9865224886381445
10427,Red Rock West,8000000.0,2000000.0,-6000000.0,
11011,Ri¢hie Ri¢h,40000000.0,0.0,-40000000.0,
49803,Safe Passage,0.0,0.0,0.0,
8987,The River Wild,45000000.0,0.0,-45000000.0,3.2666666666666666
1637,Speed,30000000.0,350448145.0,320448145.0,
15128,Speechless,0.0,0.0,0.0,
8831,Timecop,27000000.0,101646581.0,74646581.0,2.8727959697733
36955,True Lies,115000000.0,378882411.0,263882411.0,
10449,When a Man Loves a Woman,0.0,50021959.0,50021959.0,
10395,Wolf,0.0,0.0,0.0,
12160,Wyatt Earp,63000000.0,25052000.0,-37948000.0,
40480,Bad Company,0.0,0.0,0.0,
52038,A Man of No Importance,0.0,953.0,953.0,
29444,S.F.W.,0.0,0.0,0.0,
26352,A Low Down Dirty Shame,10000000.0,29392418.0,19392418.0,
39953,"Boys Life: Three Stories of Love, Lust, and Liberation",0.0,0.0,0.0,
41580,Colonel Chabert,0.0,0.0,0.0,
315,"Faster, Pussycat! Kill! Kill!",45000.0,0.0,-45000.0,2.901295149223715
22067,Jason's Lyric,7000000.0,20851521.0,13851521.0,
18242,The Secret Adventures of Tom Thumb,0.0,0.0,0.0,
11667,Street Fighter,35000000.0,99423521.0,64423521.0,
32502,Coldblooded,0.0,0.0,0.0,
267188,Desert Winds,0.0,0.0,0.0,
28732,Fall Time,0.0,0.0,0.0,
75555,The Fear,0.0,0.0,0.0,
42981,Frank and Ollie,0.0,0.0,0.0,
278939,Girl in the Cadillac,0.0,0.0,0.0,
291731,Homage,0.0,0.0,0.0,
226229,Mirage,0.0,0.0,0.0,
203119,Open Season,0.0,0.0,0.0,
172923,Dos Crímenes,0.0,0.0,0.0,
316098,Brother Minister: The Assassination of Malcolm X,0.0,0.0,0.0,
8011,Highlander: The Final Dimension,26000000.0,36800000.0,10800000.0,3.8315334773218144
171857,Federal Hill,0.0,0.0,0.0,3.0
2654,In the Mouth of Madness,8000000.0,8946600.0,946600.0,3.569458631256384
18069,8 Seconds,0.0,0.0,0.0,
19092,Above the Rim,0.0,0.0,0.0,
2758,Addams Family Values,0.0,48919043.0,48919043.0,2.9311926605504586
38129,Martin Lawrence: You So Crazy,0.0,0.0,0.0,
10436,The Age of Innocence,34000000.0,32255440.0,-1744560.0,
13595,Airheads,0.0,0.0,0.0,
46094,The Air Up There,17080000.0,21011500.0,3931500.0,
9409,Another Stakeout,0.0,0.0,0.0,
11853,Bad Girls,0.0,15240435.0,15240435.0,
16771,Barcelona,3200000.0,0.0,-3200000.0,
46924,Being Human,40000000.0,0.0,-40000000.0,
11041,The Beverly Hillbillies,0.0,0.0,0.0,
306,Beverly Hills Cop III,50000000.0,119208989.0,69208989.0,4.05944683908046
14522,Black Beauty,0.0,0.0,0.0,
26203,Blink,0.0,16668552.0,16668552.0,3.527586206896552
178,Blown Away,0.0,30156002.0,30156002.0,3.3795761078998074
19819,Blue Chips,0.0,0.0,0.0,
57834,Blue Sky,0.0,0.0,0.0,
4722,Body Snatchers,13000000.0,428868.0,-12571132.0,3.4162303664921465
18215,Boxing Helena,0.0,1796389.0,1796389.0,
1607,A Bronx Tale,22000000.0,17287898.0,-4712102.0,
26391,Cabin Boy,0.0,3662459.0,3662459.0,3.2196531791907512
117553,Calendar Girl,13000000.0,2570145.0,-10429855.0,3.5
6075,Carlito's Way,30000000.0,36516012.0,6516012.0,3.6041666666666665
11310,City Slickers II: The Legend of Curly's Gold,0.0,0.0,0.0,
18658,Clean Slate,0.0,7355425.0,7355425.0,
9350,Cliffhanger,70000000.0,255000211.0,185000211.0,
9612,Coneheads,0.0,0.0,0.0,
2124,Color of Night,40000000.0,19726050.0,-20273950.0,3.1914223781998348
26261,Cops & Robbersons,0.0,0.0,0.0,
19176,The Cowboy Way,0.0,0.0,0.0,
49299,Dangerous Game,0.0,0.0,0.0,3.515625
11566,Dave,0.0,63000000.0,63000000.0,
9571,Dazed and Confused,6900000.0,7993039.0,1093039.0,
9739,Demolition Man,57000000.0,159055768.0,102055768.0,
24257,The Endless Summer 2,0.0,0.0,0.0,
34444,Even Cowgirls Get the Blues,8000000.0,0.0,-8000000.0,
26141,Fatal Instinct,0.0,0.0,0.0,3.3333333333333335
10997,Farewell My Concubine,0.0,0.0,0.0,
50463,The Favor,0.0,0.0,0.0,
10443,Fearless,0.0,0.0,0.0,
20239,Fear of a Black Hat,0.0,0.0,0.0,
16297,With Honors,0.0,0.0,0.0,
18551,Flesh and Bone,0.0,9488998.0,9488998.0,
25440,Widows' Peak,0.0,0.0,0.0,
9024,For Love or Money,30000000.0,11146270.0,-18853730.0,
37233,The Firm,42000000.0,270248367.0,228248367.0,
1634,Free Willy,20000000.0,153698625.0,133698625.0,
13815,Fresh,0.0,0.0,0.0,
5503,The Fugitive,44000000.0,368875760.0,324875760.0,3.3197278911564627
35588,Geronimo: An American Legend,35000000.0,18635620.0,-16364380.0,
2087,The Getaway,0.0,30.0,30.0,3.5469963453631794
41579,Getting Even with Dad,30000000.0,0.0,-30000000.0,
18620,Go Fish,0.0,0.0,0.0,
41006,A Good Man in Africa,0.0,0.0,0.0,
4916,Guilty as Sin,0.0,22886222.0,22886222.0,3.5394973070017954
2019,Hard Target,18000000.0,74189677.0,56189677.0,4.255073602972702
31642,Heaven & Earth,33000000.0,0.0,-33000000.0,
9255,Hot Shots! Part Deux,25000000.0,133752825.0,108752825.0,
26271,Live Nude Girls,0.0,0.0,0.0,3.5980392156862746
10612,The Englishman Who Went Up a Hill But Came Down a Mountain,0.0,0.0,0.0,
2259,The House of the Spirits,25000000.0,0.0,-25000000.0,2.647834912043302
16097,House Party 3,0.0,0.0,0.0,
11934,The Hudsucker Proxy,30000000.0,0.0,-30000000.0,
106143,I'll Do Anything,40000000.0,0.0,-40000000.0,
12475,In the Army Now,0.0,28881266.0,28881266.0,
9386,In the Line of Fire,40000000.0,176997168.0,136997168.0,
7984,In the Name of the Father,13000000.0,65796862.0,52796862.0,3.3900293255131966
59930,The Inkwell,0.0,8880705.0,8880705.0,
15765,What's Love Got to Do with It,0.0,0.0,0.0,
31643,Jimmy Hollywood,30000000.0,0.0,-30000000.0,
